coding_score,dsa_score,cs_fundamentals,interview_score,resume_score,problems_solved,problems_attempted,solve_rate,avg_time,hints_used,quiz_average,coding_streak,learning_velocity,topic_mastery_arrays,topic_mastery_trees,topic_mastery_graphs,topic_mastery_dp,topic_mastery_os,target_readiness
60.728200084315496,57.29336614730926,58.90053281156609,51.847087510489814,61.86663528949801,91,127,0.7165354330708661,1761.7564912520966,18,70.24783328888105,3,8.347434669573254,80.6625166745182,63.19302740816775,44.84025854861555,51.19044463072182,73.00645625279435,60.96474560273332
62.42053305864425,57.49603518361844,54.796963648765455,57.158486063869745,77.04899191213603,66,95,0.6947368421052632,1853.4766067384082,2,72.71090426068884,5,13.06546607890683,82.59077650942763,64.76384198891367,40.87320658226879,54.49928224022625,59.0794125204024,60.519739377827634
69.84799916971969,73.8835952648421,62.13785485327858,52.12917916776391,69.93497227967882,63,81,0.7777777777777778,2256.6073558566723,20,68.76557852318864,11,5.943862004201689,78.16399770473812,53.423216816176975,54.87323793591827,34.09225709759508,63.48787783935913,62.93222716564336
44.01725906948114,28.78769269082456,40.97733464541505,20.14069050076397,32.19007019212307,40,67,0.5970149253731343,2275.197699337,44,28.36043480790323,1,3.6686170751018174,37.33390794693288,11.33863224672184,25.549245897675114,15.503997434166202,47.561908270877964,31.19544432353929
68.13285045373048,56.46771442215362,54.959932584335874,66.78688852681505,69.80597783152392,69,92,0.75,1866.6432369634113,3,68.65797727638274,14,8.987142493537393,80.97979227855454,54.52346506264277,52.506090858139046,37.32859111786668,53.693911044157176,63.07582428691686
62.60079833652324,62.5126256634921,53.4472285756659,51.93988954940372,58.62723616597846,109,144,0.7569444444444444,1471.6639890124243,13,70.97113853203801,13,9.81699838012341,70.01644621094883,69.65450779021738,55.528090652943106,40.87450494720113,68.18231193098921,58.66440543733802
63.043481889738885,73.81688104877026,73.14255778548463,72.57274345585799,77.74627437160214,148,204,0.7254901960784313,1304.9244526212547,54,55.56138810762999,5,6.342320545314672,60.588507106989745,47.91754421059092,57.99366083917766,46.595107172769644,57.80182545738556,69.6794946034439
47.615459222432875,10.869702246747224,31.086529285489462,48.05921629693957,31.178688053799284,10,18,0.5555555555555556,3170.0988200542893,13,29.86668362510079,3,1.9531445053160759,57.039119587353696,25.478350846788572,24.114384172428252,7.103294699275626,30.2261251164063,32.48765030746599
87.55575886313657,70.89078919263112,70.11101752344594,84.99411346669311,90.6909311769813,305,344,0.8866279069767442,1113.9612928652573,12,93.5876121275569,20,32.278513736598065,87.89320175899891,87.1643573018696,75.41480569460496,76.21317567060507,77.73581177423708,79.71040023520703
22.954510671510352,31.415634901013522,24.544094091589777,28.383148310246405,55.487763306386654,13,27,0.48148148148148145,3496.3169963517184,14,42.57183310338368,3,5.668250559057794,32.49566873656827,13.264313115008731,34.85469415808669,29.284778923891498,41.60764496343981,32.72597945777686
92.49746409289985,70.41178984456673,81.73430377206303,82.58922761186929,89.11789999835385,261,309,0.8446601941747572,1180.7886732041684,20,91.86824253470283,43,14.245231492308426,97.95591612784051,78.74738659118496,78.78293476657035,68.98857861300009,73.14505840865128,84.2677428662625
93.01979988113315,77.2038004925484,93.22640508677613,77.48691682861741,95.75240513518074,236,263,0.8973384030418251,654.7224421043653,7,93.43873874340001,28,23.8745158815465,91.61290451819268,93.39843120621398,81.80626718235487,72.03194878048092,90.24187590664724,87.04200414822856
51.71185364034226,60.66145248513776,56.39868375442225,51.11650072193059,63.37810666740562,97,127,0.7637795275590551,1585.9414190935254,2,67.5299311535123,14,13.325121685267925,75.55211264516552,45.935799436326754,55.49792548446721,32.650943900714786,60.09241083831398,53.665366193547
70.15378755102915,53.67303761575291,65.5041778330079,66.64513651151931,61.81076507313853,71,87,0.8160919540229885,1422.1335483775247,13,74.74437435369883,9,9.900906912143615,78.77676197120026,57.882385940786136,37.162111053790966,48.38419124331317,70.83073159969514,64.33120230128894
74.97053681038287,72.41388778279887,51.47324989328068,51.08987304481486,62.63526327428787,75,114,0.6578947368421053,1932.1708143915832,30,55.655127642633246,14,6.444756965946054,65.82430530195097,67.63723693728315,35.92233222276921,35.49501779904809,57.739233805955784,63.64543939957753
71.00235409856253,51.1335397869759,65.6281530298138,58.73162264619097,67.79569401656386,68,90,0.7555555555555555,1743.0961500882859,25,74.65172808753522,6,12.387758812075145,78.43121971891841,55.690686792184714,38.111020269023605,43.25436924417808,59.536726599845814,65.37660318122597
66.40986739451151,68.1947924936297,49.073031166852275,70.0659924019385,70.25070783688285,136,204,0.6666666666666666,1348.909339116046,4,59.489803927249895,8,5.7926617768317366,76.41326090470466,46.38932272121753,37.88064553273992,32.69665685791477,51.31210162056391,66.94326507715674
53.08125560676264,67.442557496143,53.84552150722118,66.3127443400171,56.061385893134094,150,235,0.6382978723404256,1857.2090984532292,27,59.386508690077385,3,14.725579630469195,80.47672062016018,49.282893845819956,53.002777971871666,42.13915009588158,54.67612909174821,60.955031340195085
80.72068405718437,70.40295428748095,70.00292806618076,87.13323059551735,92.76428944674687,400,489,0.8179959100204499,517.2147334537499,27,76.68603381661556,26,24.665882527980276,96.33586739148694,93.98980369023084,84.81656191879043,75.09507697109383,82.33353970130952,77.66493901778605
51.028389289365634,68.96887575770913,49.13853031405071,55.55965440492221,69.42837087173143,91,120,0.7583333333333333,1902.0916902430777,20,57.48744075430504,13,14.2395490982493,64.02774762964583,59.92655052357219,43.54663429841735,41.490291794340095,57.17500447697425,58.771728124481534
18.742263899173324,42.159684343199615,36.42904346313843,38.07408715842156,58.12473809084206,26,39,0.6666666666666666,3367.108513805585,5,26.39680918345606,3,2.0244330128071013,38.9095070536492,30.599465442011017,20.73933377594785,20.67826576453468,43.06011935676263,35.01981306499978
77.50951422971099,64.96214377914762,73.6964672618762,55.03616204114485,76.59892570287558,63,85,0.7411764705882353,1305.6511799732818,22,63.2894715460794,12,9.32642480604036,71.70210150469117,69.65889488764353,45.63270375752883,45.10180251497659,51.36349151687877,70.24209460163966
46.20488402315374,38.27695658200848,43.30420340972891,30.80046619000195,58.31063798244711,21,59,0.3559322033898305,3344.056901654428,7,26.05949825784651,3,5.981708426916851,48.18439550187002,33.493301525798444,33.34217593879541,5.50060976174075,46.03972068034348,37.83635828799842
39.71212435549066,38.334483198306174,21.538236196522135,22.656305228044467,46.890530867304165,28,59,0.4745762711864407,3118.1559432732975,22,45.51035634404255,3,1.9545064833983719,30.495588347998854,19.669697829616084,13.742315312067902,18.711726309587654,45.165813547006536,32.58086505249284
93.50152337258189,88.5926041933762,82.79474657118405,76.06695993977796,88.1857581659479,304,360,0.8444444444444444,635.8103565801453,22,96.27608503288934,53,23.508267262957894,93.81767953101645,87.42839514729523,81.21597391922039,66.88220533629651,73.90516421716555,90.83109100465822
56.38742729296919,72.58865107923026,66.08540121530547,69.21490986225687,64.42590895460631,83,109,0.7614678899082569,2142.1877877853512,17,77.33162652447788,3,11.109736467958811,82.74824247443041,64.77222357964881,49.08447395564038,31.905342119504972,66.31808598889182,63.99776919439643
68.69864001335489,46.76413601664914,60.883945559143996,51.1245284436377,55.7297710123617,43,66,0.6515151515151515,2170.59956724797,15,63.936161772951465,12,12.24522838578924,72.86299995720859,47.80298125406747,51.289815162018115,45.23667007766182,62.89104668501956,56.44880604634079
63.290148417890535,72.93474273331867,56.845229992950635,60.70439218655376,69.464001379978,97,121,0.8016528925619835,2302.2926913785436,14,69.02566813351014,8,5.356228657540987,66.88989836926622,62.33816068064971,45.65090406848904,42.921758791294,72.93238991537214,65.14379629502533
70.34869568842957,66.25684705745851,68.26704443428295,53.11388470998723,71.34331250315358,110,160,0.6875,2329.8950050813028,33,55.07548115242152,7,10.469223308068358,83.89632186168228,69.85584088774239,49.185198382588,34.345037223630754,54.076250500217654,64.82028657902035
85.18702425496517,70.88856531506828,74.58956186765901,91.2086582714634,92.41462762751364,379,402,0.9427860696517413,685.9551137676516,3,77.29227020776584,13,21.096040644728106,83.49300130910736,91.21978131939602,72.45487194688997,74.96410875395775,82.57107654997716,79.55814298650989
74.83300660734757,74.90719244114385,66.93418675943158,57.86304882294457,62.475299832302746,74,91,0.8131868131868132,1354.3424142926806,16,68.35938615544504,14,13.363431957858374,81.81544925491532,46.2315183677683,39.02258395131434,36.88225339417011,64.87164627219005,68.41016419275043
88.1367328683143,77.90478708364799,74.54313340710416,94.2231883142033,96.05079557364942,440,463,0.9503239740820735,315.43480372367833,23,89.34609095187221,41,19.105987771567513,82.65289155201906,82.79089294737693,65.1336540213591,83.4603435964536,80.37037798472367,83.16504351314885
61.671538459290296,70.16554752793132,63.69213100207557,68.41890863328558,63.727602886239524,56,88,0.6363636363636364,2075.411173199849,11,67.84433161563975,10,12.063792099030417,70.42588061282927,50.59231911911785,53.08898229986046,45.1955943035347,62.53357201061948,63.49264798986673
45.36838718217254,36.77175595785045,33.20851140919947,46.351629987579386,34.130583951598254,7,15,0.4666666666666667,1910.4094779826535,13,31.112987785959998,0,5.71943148367277,57.25241079831001,23.979245748352334,13.553963612768252,9.45269139896089,30.571289529055562,38.99096839722869
59.15096370160586,49.84187753234379,45.39350027320453,70.53280860823364,70.9163639836447,148,236,0.6271186440677966,1559.4258450132975,9,67.39010428010187,6,11.533399244188107,81.28565986037515,68.5614459633324,59.93301529099426,37.054466141230826,64.38425162064291,63.952274223378126
55.37873406563787,52.98263207606849,56.52045089181553,65.58147439231999,66.00082882510013,113,161,0.7018633540372671,1262.752492431698,34,77.49554810346312,14,7.512591634671271,62.289800853611716,53.40851596301917,54.323338508993885,47.90735826217096,65.27319056970072,59.019811421072504
53.83227202074621,65.06846626548234,73.8030691470157,67.43015234665737,75.08302817559344,53,65,0.8153846153846154,1153.3231298276,15,55.276473574076746,11,13.252763412727408,80.71986865927808,55.423238305087786,53.18232854859946,41.1809483944568,68.49148236166691,59.319533754522354
75.80879700984293,45.380617626986066,56.08997932482553,56.43161965302617,69.20081471936808,45,70,0.6428571428571429,2244.9014370824675,7,67.2214608678908,11,8.400092669079054,61.62198045234846,57.636041417945115,50.04089339558341,30.146040003037758,52.389384338463266,58.48496278610564
38.031891194318575,44.724752950614004,33.64972936948204,23.20137329953412,32.57832080185289,32,76,0.42105263157894735,2890.220670922096,15,49.42992736903514,1,3.200948985558444,40.27560672926653,13.069611325338588,18.420896122330824,6.712116611110193,42.478965749560736,35.28092693632794
61.45192119146636,45.66664322281148,64.08921817860947,68.52986069457161,62.356089402106875,152,185,0.8216216216216217,1739.262950155992,52,63.07472283021603,7,8.679109378160707,60.41540566817901,65.9880513930553,54.49908812329174,31.58135077185731,59.121690233010284,60.49454703259679
33.53121883786448,17.47433545745438,37.153516162919274,33.42031233217162,50.390266853684835,17,33,0.5151515151515151,3144.2437661235626,27,32.1827491219091,2,4.540739975553059,41.666916083705146,17.37858742083556,26.97456932286973,20.272280003537432,22.181540437182964,30.85823631224552
67.6412521779579,59.22189372463523,64.33926019819047,72.6736500787166,69.15954501525519,78,109,0.7155963302752294,1398.381477284076,4,68.18649256944846,10,11.899459106135572,60.16271617211524,65.02631936932072,47.31039035321368,43.01863403465482,74.04359220425918,64.7648907928428
42.2124158938737,43.06438120319828,24.693826784666793,49.56204621491099,57.202469559530456,7,10,0.7,1939.8837564871058,12,42.96486747739489,3,1.6357583229993784,48.42188035060849,34.308620817045885,28.8245607533153,11.154061500801674,27.22945906636923,42.39778206641775
71.73577713885193,45.771145803289826,59.92195054008289,63.20841780780063,56.01500254801499,147,214,0.6869158878504673,1950.426648103946,40,59.29414564484107,6,14.515421467554985,61.478485300389806,69.59405336422255,56.44417732166021,46.50681956905429,68.37488750661055,57.837441014339674
62.8642849053146,47.329975853350604,73.79180514116884,71.97480769396626,73.86706302170353,86,113,0.7610619469026548,1995.7981963049913,5,71.43756803128468,3,12.969115657426297,68.66237657942062,64.35996342543139,41.56140757462226,38.21480407570137,52.6976429305744,63.40223284801356
51.912007544339765,53.40875583398375,46.17346736411912,50.3472533741567,63.83449717330503,99,132,0.75,1363.750852133488,15,58.748542213732094,2,13.489045625556306,83.09222823501482,62.50423620390821,35.749987819126915,49.65582987822505,63.298496027884134,52.12061064845143
51.670868089439004,59.16550819903402,60.502819028903986,71.36708020232172,73.30872674119745,103,164,0.6280487804878049,1128.9928046452367,11,65.50867863103328,6,7.4708788480321155,75.99176688899885,46.90123425478819,49.3132468405946,50.48215590710258,69.16309441511078,64.78125222122135
96.00559979425344,85.9269101769653,91.21095780399035,89.47946110932187,82.17005149526642,151,174,0.867816091954023,1046.115959290942,7,93.8602904697452,50,21.706787982935698,85.90081415308313,82.15001234494008,79.42999716836377,61.09347680772368,73.07508237809364,85.74959856527292
52.84080665421597,48.05458252460343,61.4480084060244,66.29611546140673,58.82484439946007,43,65,0.6615384615384615,2223.4078914161714,11,71.96569644844905,8,11.886496766939295,72.12821279893349,53.82545873806782,50.66066232876803,49.245810991044394,65.89751966695482,55.85197011306153
17.86968309348206,33.969584415980265,20.29852727148523,44.05311473509147,32.00558260698296,28,52,0.5384615384615384,1986.3722914609275,14,45.81319939822336,1,4.52890145826012,35.94294147645293,31.483623913929836,27.71545425521717,29.943127452649012,30.96356865872555,30.310659527595494
76.56423533490567,75.03851738060723,71.4369446027855,89.7630150968338,83.40449653388131,181,210,0.861904761904762,469.5465084013857,2,86.92533842367153,55,34.83373268979288,95.67167789485768,93.04968689912931,69.87636805590908,84.01421340808588,73.56635878682906,82.46586620887695
76.87096255393917,73.29801566511968,71.4517572209826,72.37109781153252,62.22520110852379,66,93,0.7096774193548387,1918.3500888359426,16,57.27117452998893,7,5.62657986304611,69.66673211437974,61.19106244466897,59.792826841389044,35.91333628459866,72.94474774278459,68.31719340073147
62.06577580182794,73.63093846654513,51.17174482588999,57.792081421149035,62.694818888698116,86,124,0.6935483870967742,2265.616634367174,35,75.44209563447299,10,9.228701157301376,76.73701865964829,45.428792017415354,55.5038414671412,51.99495143279799,71.43000835811335,66.35836748153834
80.60410446946894,87.46051953393896,67.7878743313817,80.14094532864159,94.18223578926077,437,470,0.9297872340425531,1043.4608672272757,37,78.66399247423655,23,14.705927654891848,84.54714600192197,78.54186254742302,74.52273813777468,68.6580442147251,75.97638330493164,83.6452679565008
90.97801882965182,77.07577356797903,82.70692000607261,82.21947793880054,81.64847731987942,166,205,0.8097560975609757,701.4051956621602,14,76.99421987283023,25,32.07775422515739,94.64449772819123,90.16402869653623,81.46958416776793,77.30691411294632,91.22989128913298,82.7725574090934
76.94783186313205,82.13402114299461,79.46396296759525,91.81817420805814,83.98229653602915,388,418,0.9282296650717703,818.8251938019785,26,92.97462989807019,40,18.975575489533508,98.65109756838623,72.96609414353951,88.34373557503675,77.09666129588358,83.28930381716827,83.99811172672175
74.61289521254119,64.33291480543855,56.154029931518636,65.45055696703781,69.38602316326663,142,220,0.6454545454545455,1975.0648611077381,24,68.19996233876815,12,6.347559114066845,84.12881381082596,60.02994513725256,55.331328933625514,46.25422953969175,64.25094471963374,65.00116186926665
60.00381004291324,67.76162602520327,46.8179308938748,72.94904951753391,59.29031369872439,97,146,0.6643835616438356,1060.035105823907,14,57.138386209253405,2,14.087568169332881,78.49024996508317,47.67499928708998,45.95343928423917,33.285134295136594,74.69247981902707,57.3883600470541
44.983939800336756,13.443247625934866,42.167786889362574,41.47360235713262,50.68205584911203,14,33,0.42424242424242425,3170.8400234400906,23,32.18219953871646,1,4.439411824629699,38.233496642766944,14.59169634469414,25.799474658703645,23.993959521768037,23.98504266623773,39.91189282310274
57.31819278911423,47.34161874016211,55.33844378193407,57.480917437175435,71.88847319542856,115,140,0.8214285714285714,1779.7016580608208,31,68.6467956316105,4,13.778191725700715,80.27478182638099,46.89634464487302,40.04893685964225,46.44276672888356,61.087534563751035,56.421612869139395
45.50384947120149,38.826173451102065,23.978541102047846,23.2333062358903,46.31161585238631,7,13,0.5384615384615384,3209.9525783657123,15,30.649892757767944,1,1.5193146335047305,46.7968743238974,17.34497014384628,13.70986894394047,10.666667362918338,27.03060839779284,31.09657071639002
65.4719530532548,54.873278431881964,59.153415867378875,56.98196594746231,55.15001954184955,103,127,0.8110236220472441,1929.3562349412182,13,59.74884908933184,4,5.373656601386111,65.92657252744202,64.48048208430748,50.14965675662643,35.14426304885929,56.43604987806081,55.430984266559705
78.06692274827653,76.30615119115724,73.75080352164758,93.48619134105115,84.14695950894601,383,430,0.8906976744186047,897.3684647628484,16,84.19960942075207,36,31.908138062179585,91.544321460179,86.85094668562391,65.4165117811054,68.47361938371122,89.89150576653606,81.28579744642367
35.777322865610124,10.49094231606513,41.67710804179089,26.80030145718006,54.860922566801875,33,52,0.6346153846153846,2543.0965556091983,13,46.70396083680607,2,3.0629949842321436,48.4852045623944,15.354930399232565,17.625668597196345,20.97927054792885,36.22109041160198,35.18428161529489
88.68047393758916,79.6772101874557,74.99104615416195,92.69928616361176,86.89911631355963,313,387,0.8087855297157622,789.8285695023279,45,84.14130760867911,47,29.086274354362597,94.7583478670805,83.036225604172,66.71146798333945,69.2778234607532,93.01916521158392,87.50910885731038
52.97093596003141,56.60818623101264,58.75960849227413,65.70962630543762,72.68828253252347,76,110,0.6909090909090909,994.0082020529488,23,63.4189362564705,9,10.899606464760886,79.4091865449764,64.69740782611808,35.857128389830095,52.66037831601098,72.96129179817805,59.87012259404183
